name,value,year,lastValue,tcolour
Churchill,4,137,4,#00539f
Churchill,4,138,4,#00539f
Churchill,4,139,4,#00539f
Churchill,4,140,4,#00539f
Chamberlain,0,1,0,#00539f
Chamberlain,0,2,0,#00539f
Chamberlain,0,3,0,#00539f
Chamberlain,0,4,0,#00539f
Chamberlain,0,5,0,#00539f
Chamberlain,0,6,0,#00539f
Chamberlain,0,7,0,#00539f
Chamberlain,0,8,0,#00539f
Chamberlain,2,9,0,#00539f
Chamberlain,2,10,2,#00539f
Chamberlain,2,11,2,#00539f
Chamberlain,4,12,2,#00539f
Chamberlain,4,13,4,#00539f
Chamberlain,4,14,4,#00539f
Chamberlain,4,15,4,#00539f
Chamberlain,4,16,4,#00539f
Chamberlain,5,17,4,#00539f
Chamberlain,5,18,5,#00539f
Chamberlain,5,19,5,#00539f
Chamberlain,5,20,5,#00539f
Chamberlain,5,21,5,#00539f
Chamberlain,5,22,5,#00539f
Chamberlain,5,23,5,#00539f
Chamberlain,5,24,5,#00539f
Chamberlain,5,25,5,#00539f
Chamberlain,5,26,5,#00539f
Chamberlain,5,27,5,#00539f
Chamberlain,5,28,5,#00539f
Chamberlain,5,29,5,#00539f
Chamberlain,5,30,5,#00539f
Chamberlain,5,31,5,#00539f
Chamberlain,5,32,5,#00539f
Chamberlain,5,33,5,#00539f
Chamberlain,5,34,5,#00539f
Chamberlain,5,35,5,#00539f
Chamberlain,5,36,5,#00539f
Chamberlain,5,37,5,#00539f
Chamberlain,5,38,5,#00539f
Chamberlain,5,39,5,#00539f
Chamberlain,5,40,5,#00539f
Chamberlain,5,41,5,#00539f
Chamberlain,5,42,5,#00539f
Chamberlain,5,43,5,#00539f
Chamberlain,5,44,5,#00539f
Chamberlain,5,45,5,#00539f
Chamberlain,5,46,5,#00539f
Chamberlain,5,47,5,#00539f
Chamberlain,5,48,5,#00539f
Chamberlain,5,49,5,#00539f
Chamberlain,5,50,5,#00539f
Chamberlain,5,51,5,#00539f
Chamberlain,5,52,5,#00539f
Chamberlain,5,53,5,#00539f
Chamberlain,5,54,5,#00539f
Chamberlain,5,55,5,#00539f
Chamberlain,5,56,5,#00539f
Chamberlain,5,57,5,#00539f
Chamberlain,5,58,5,#00539f
Chamberlain,5,59,5,#00539f
Chamberlain,5,60,5,#00539f
Chamberlain,5,61,5,#00539f
Chamberlain,5,62,5,#00539f
Chamberlain,5,63,5,#00539f
Chamberlain,5,64,5,#00539f
Chamberlain,5,65,5,#00539f
Chamberlain,5,66,5,#00539f
Chamberlain,5,67,5,#00539f
Chamberlain,5,68,5,#00539f
Chamberlain,5,69,5,#00539f
Chamberlain,5,70,5,#00539f
Chamberlain,5,71,5,#00539f
Chamberlain,5,72,5,#00539f
Chamberlain,5,73,5,#00539f
Chamberlain,5,74,5,#00539f
Chamberlain,5,75,5,#00539f
Chamberlain,5,76,5,#00539f
Chamberlain,5,77,5,#00539f
Chamberlain,5,78,5,#00539f
Chamberlain,5,79,5,#00539f
Chamberlain,5,80,5,#00539f
Chamberlain,5,81,5,#00539f
Chamberlain,5,82,5,#00539f
Chamberlain,5,83,5,#00539f
Chamberlain,5,84,5,#00539f
Chamberlain,5,85,5,#00539f
Chamberlain,5,86,5,#00539f
Chamberlain,5,87,5,#00539f
Chamberlain,5,88,5,#00539f
Chamberlain,5,89,5,#00539f
Chamberlain,5,90,5,#00539f
Chamberlain,5,91,5,#00539f
Chamberlain,5,92,5,#00539f
Chamberlain,5,93,5,#00539f
Chamberlain,5,94,5,#00539f
Chamberlain,5,95,5,#00539f
Chamberlain,5,96,5,#00539f
Chamberlain,5,97,5,#00539f
Chamberlain,5,98,5,#00539f
Chamberlain,5,99,5,#00539f
Chamberlain,5,100,5,#00539f
Chamberlain,5,101,5,#00539f
Chamberlain,5,102,5,#00539f
Chamberlain,5,103,5,#00539f
Chamberlain,5,104,5,#00539f
Chamberlain,5,105,5,#00539f
Chamberlain,5,106,5,#00539f
Chamberlain,5,107,5,#00539f
Chamberlain,5,108,5,#00539f
Chamberlain,5,109,5,#00539f
Chamberlain,5,110,5,#00539f
Chamberlain,5,111,5,#00539f
Chamberlain,5,112,5,#00539f
Chamberlain,5,113,5,#00539f
Chamberlain,5,114,5,#00539f
Chamberlain,5,115,5,#00539f
Chamberlain,5,116,5,#00539f
Chamberlain,5,117,5,#00539f
Chamberlain,5,118,5,#00539f
Chamberlain,5,119,5,#00539f
Chamberlain,5,120,5,#00539f
Chamberlain,5,121,5,#00539f
Chamberlain,5,122,5,#00539f
Chamberlain,5,123,5,#00539f
Chamberlain,5,124,5,#00539f
Chamberlain,5,125,5,#00539f
Chamberlain,5,126,5,#00539f
Chamberlain,5,127,5,#00539f
Chamberlain,5,128,5,#00539f
Chamberlain,5,129,5,#00539f
Chamberlain,5,130,5,#00539f
Chamberlain,5,131,5,#00539f
Chamberlain,5,132,5,#00539f
Chamberlain,5,133,5,#00539f
Chamberlain,5,134,5,#00539f
Chamberlain,5,135,5,#00539f
Chamberlain,5,136,5,#00539f
Chamberlain,5,137,5,#00539f
Chamberlain,5,138,5,#00539f
Chamberlain,5,139,5,#00539f
Chamberlain,5,140,5,#00539f
Cameron,1,1,0,#00539f
Cameron,1,2,1,#00539f
Cameron,1,3,1,#00539f
Cameron,1,4,1,#00539f
Cameron,1,5,1,#00539f
Cameron,1,6,1,#00539f
Cameron,1,7,1,#00539f
Cameron,1,8,1,#00539f
Cameron,1,9,1,#00539f
Cameron,1,10,1,#00539f
Cameron,1,11,1,#00539f
Cameron,1,12,1,#00539f
Cameron,1,13,1,#00539f
Cameron,1,14,1,#00539f
Cameron,1,15,1,#00539f
Cameron,1,16,1,#00539f
Cameron,1,17,1,#00539f
Cameron,2,18,1,#00539f
Cameron,2,19,2,#00539f
Cameron,2,20,2,#00539f
Cameron,3,21,2,#00539f
Cameron,3,22,3,#00539f
Cameron,3,23,3,#00539f
Cameron,3,24,3,#00539f
Cameron,3,25,3,#00539f
Cameron,3,26,3,#00539f
Cameron,3,27,3,#00539f
Cameron,3,28,3,#00539f
Cameron,3,29,3,#00539f
Cameron,4,30,3,#00539f
Cameron,4,31,4,#00539f
Cameron,5,32,4,#00539f
Cameron,5,33,5,#00539f
Cameron,5,34,5,#00539f
Cameron,5,35,5,#00539f
Cameron,5,36,5,#00539f
Cameron,5,37,5,#00539f
Cameron,5,38,5,#00539f
Cameron,5,39,5,#00539f
Cameron,5,40,5,#00539f
Cameron,5,41,5,#00539f
Cameron,5,42,5,#00539f
Cameron,5,43,5,#00539f
Cameron,5,44,5,#00539f
Cameron,6,45,5,#00539f
Cameron,6,46,6,#00539f
Cameron,7,47,6,#00539f
Cameron,7,48,7,#00539f
Cameron,7,49,7,#00539f
Cameron,7,50,7,#00539f
Cameron,8,51,7,#00539f
Cameron,8,52,8,#00539f
Cameron,9,53,8,#00539f
Cameron,12,54,9,#00539f
Cameron,12,55,12,#00539f
Cameron,12,56,12,#00539f
Cameron,12,57,12,#00539f
Cameron,12,58,12,#00539f
Cameron,12,59,12,#00539f
Cameron,12,60,12,#00539f
Cameron,12,61,12,#00539f
Cameron,12,62,12,#00539f
Cameron,12,63,12,#00539f
Cameron,12,64,12,#00539f
Cameron,12,65,12,#00539f
Cameron,12,66,12,#00539f
Cameron,13,67,12,#00539f
Cameron,13,68,13,#00539f
Cameron,13,69,13,#00539f
Cameron,13,70,13,#00539f
Cameron,14,71,13,#00539f
Cameron,14,72,14,#00539f
Cameron,14,73,14,#00539f
Cameron,14,74,14,#00539f
Cameron,14,75,14,#00539f
Cameron,14,76,14,#00539f
Cameron,14,77,14,#00539f
Cameron,14,78,14,#00539f
Cameron,14,79,14,#00539f
Cameron,14,80,14,#00539f
Cameron,14,81,14,#00539f
Cameron,14,82,14,#00539f
Cameron,14,83,14,#00539f
Cameron,14,84,14,#00539f
Cameron,14,85,14,#00539f
Cameron,14,86,14,#00539f
Cameron,14,87,14,#00539f
Cameron,14,88,14,#00539f
Cameron,14,89,14,#00539f
Cameron,14,90,14,#00539f
Cameron,14,91,14,#00539f
Cameron,14,92,14,#00539f
Cameron,14,93,14,#00539f
Cameron,14,94,14,#00539f
Cameron,14,95,14,#00539f
Cameron,14,96,14,#00539f
Cameron,14,97,14,#00539f
Cameron,14,98,14,#00539f
Cameron,14,99,14,#00539f
Cameron,14,100,14,#00539f
Cameron,14,101,14,#00539f
Cameron,14,102,14,#00539f
Cameron,14,103,14,#00539f
Cameron,14,104,14,#00539f
Cameron,14,105,14,#00539f
Cameron,14,106,14,#00539f
Cameron,14,107,14,#00539f
Cameron,14,108,14,#00539f
Cameron,14,109,14,#00539f
Cameron,14,110,14,#00539f
Cameron,14,111,14,#00539f
Cameron,14,112,14,#00539f
Cameron,14,113,14,#00539f
Cameron,14,114,14,#00539f
Cameron,14,115,14,#00539f
Cameron,14,116,14,#00539f
Cameron,14,117,14,#00539f
Cameron,14,118,14,#00539f
Cameron,14,119,14,#00539f
Cameron,14,120,14,#00539f
Cameron,14,121,14,#00539f
Cameron,14,122,14,#00539f
Cameron,14,123,14,#00539f
Cameron,14,124,14,#00539f
Cameron,14,125,14,#00539f
Cameron,14,126,14,#00539f
Cameron,14,127,14,#00539f
Cameron,14,128,14,#00539f
Cameron,14,129,14,#00539f
Cameron,14,130,14,#00539f
Cameron,14,131,14,#00539f
Cameron,14,132,14,#00539f
Cameron,14,133,14,#00539f
Cameron,14,134,14,#00539f
Cameron,14,135,14,#00539f
Cameron,14,136,14,#00539f
Cameron,14,137,14,#00539f
Cameron,14,138,14,#00539f
Cameron,14,139,14,#00539f
Cameron,14,140,14,#00539f
Callaghan,0,1,0,#ee3224
Callaghan,0,2,0,#ee3224
Callaghan,0,3,0,#ee3224
Callaghan,0,4,0,#ee3224
Callaghan,0,5,0,#ee3224
Callaghan,0,6,0,#ee3224
Callaghan,0,7,0,#ee3224
Callaghan,0,8,0,#ee3224
Callaghan,1,9,0,#ee3224
Callaghan,1,10,1,#ee3224
Callaghan,1,11,1,#ee3224
Callaghan,1,12,1,#ee3224
Callaghan,1,13,1,#ee3224
Callaghan,1,14,1,#ee3224
Callaghan,1,15,1,#ee3224
Callaghan,1,16,1,#ee3224
Callaghan,1,17,1,#ee3224
Callaghan,1,18,1,#ee3224
Callaghan,1,19,1,#ee3224
Callaghan,2,20,1,#ee3224
Callaghan,2,21,2,#ee3224
Callaghan,2,22,2,#ee3224
Callaghan,2,23,2,#ee3224
Callaghan,2,24,2,#ee3224
Callaghan,2,25,2,#ee3224
Callaghan,2,26,2,#ee3224
Callaghan,2,27,2,#ee3224
Callaghan,2,28,2,#ee3224
Callaghan,2,29,2,#ee3224
Callaghan,2,30,2,#ee3224
Callaghan,2,31,2,#ee3224
Callaghan,3,32,2,#ee3224
Callaghan,3,33,3,#ee3224
Callaghan,4,34,3,#ee3224
Callaghan,4,35,4,#ee3224
Callaghan,4,36,4,#ee3224
Callaghan,4,37,4,#ee3224
Callaghan,4,38,4,#ee3224
Callaghan,4,39,4,#ee3224
Callaghan,4,40,4,#ee3224
Callaghan,4,41,4,#ee3224
Callaghan,4,42,4,#ee3224
Callaghan,4,43,4,#ee3224
Callaghan,4,44,4,#ee3224
Callaghan,4,45,4,#ee3224
Callaghan,4,46,4,#ee3224
Callaghan,4,47,4,#ee3224
Callaghan,4,48,4,#ee3224
Callaghan,4,49,4,#ee3224
Callaghan,4,50,4,#ee3224
Callaghan,4,51,4,#ee3224
Callaghan,4,52,4,#ee3224
Callaghan,4,53,4,#ee3224
Callaghan,4,54,4,#ee3224
Callaghan,4,55,4,#ee3224
Callaghan,4,56,4,#ee3224
Callaghan,4,57,4,#ee3224
Callaghan,4,58,4,#ee3224
Callaghan,4,59,4,#ee3224
Callaghan,4,60,4,#ee3224
Callaghan,4,61,4,#ee3224
Callaghan,4,62,4,#ee3224
Callaghan,4,63,4,#ee3224
Callaghan,4,64,4,#ee3224
Callaghan,4,65,4,#ee3224
Callaghan,4,66,4,#ee3224
Callaghan,4,67,4,#ee3224
Callaghan,4,68,4,#ee3224
Callaghan,4,69,4,#ee3224
Callaghan,4,70,4,#ee3224
Callaghan,4,71,4,#ee3224
Callaghan,4,72,4,#ee3224
Callaghan,4,73,4,#ee3224
Callaghan,4,74,4,#ee3224
Callaghan,4,75,4,#ee3224
Callaghan,4,76,4,#ee3224
Callaghan,4,77,4,#ee3224
Callaghan,4,78,4,#ee3224
Callaghan,4,79,4,#ee3224
Callaghan,4,80,4,#ee3224
Callaghan,4,81,4,#ee3224
Callaghan,4,82,4,#ee3224
Callaghan,4,83,4,#ee3224
Callaghan,4,84,4,#ee3224
Callaghan,4,85,4,#ee3224
Callaghan,4,86,4,#ee3224
Callaghan,4,87,4,#ee3224
Callaghan,4,88,4,#ee3224
Callaghan,4,89,4,#ee3224
Callaghan,4,90,4,#ee3224
Callaghan,4,91,4,#ee3224
Callaghan,4,92,4,#ee3224
Callaghan,4,93,4,#ee3224
Callaghan,4,94,4,#ee3224
Callaghan,4,95,4,#ee3224
Callaghan,4,96,4,#ee3224
Callaghan,4,97,4,#ee3224
Callaghan,4,98,4,#ee3224
Callaghan,4,99,4,#ee3224
Callaghan,4,100,4,#ee3224
Callaghan,4,101,4,#ee3224
Callaghan,4,102,4,#ee3224
Callaghan,4,103,4,#ee3224
Callaghan,4,104,4,#ee3224
Callaghan,4,105,4,#ee3224
Callaghan,4,106,4,#ee3224
Callaghan,4,107,4,#ee3224
Callaghan,4,108,4,#ee3224
Callaghan,4,109,4,#ee3224
Callaghan,4,110,4,#ee3224
Callaghan,4,111,4,#ee3224
Callaghan,4,112,4,#ee3224
Callaghan,4,113,4,#ee3224
Callaghan,4,114,4,#ee3224
Callaghan,4,115,4,#ee3224
Callaghan,4,116,4,#ee3224
Callaghan,4,117,4,#ee3224
Callaghan,4,118,4,#ee3224
Callaghan,4,119,4,#ee3224
Callaghan,4,120,4,#ee3224
Callaghan,4,121,4,#ee3224
Callaghan,4,122,4,#ee3224
Callaghan,4,123,4,#ee3224
Callaghan,4,124,4,#ee3224
Callaghan,4,125,4,#ee3224
Callaghan,4,126,4,#ee3224
Callaghan,4,127,4,#ee3224
Callaghan,4,128,4,#ee3224
Callaghan,4,129,4,#ee3224
Callaghan,4,130,4,#ee3224
Callaghan,4,131,4,#ee3224
Callaghan,4,132,4,#ee3224
Callaghan,4,133,4,#ee3224
Callaghan,4,134,4,#ee3224
Callaghan,4,135,4,#ee3224
Callaghan,4,136,4,#ee3224
Callaghan,4,137,4,#ee3224
Callaghan,4,138,4,#ee3224
Callaghan,4,139,4,#ee3224
Callaghan,4,140,4,#ee3224
Brown,0,1,0,#ee3224
Brown,0,2,0,#ee3224
Brown,0,3,0,#ee3224
Brown,1,4,0,#ee3224
Brown,2,5,1,#ee3224
Brown,2,6,2,#ee3224
Brown,3,7,2,#ee3224
Brown,3,8,3,#ee3224
Brown,3,9,3,#ee3224
Brown,3,10,3,#ee3224
Brown,3,11,3,#ee3224
Brown,3,12,3,#ee3224
Brown,3,13,3,#ee3224
Brown,3,14,3,#ee3224
Brown,5,15,3,#ee3224
Brown,5,16,5,#ee3224
Brown,5,17,5,#ee3224
Brown,5,18,5,#ee3224
Brown,5,19,5,#ee3224
Brown,5,20,5,#ee3224
Brown,5,21,5,#ee3224
Brown,5,22,5,#ee3224
Brown,5,23,5,#ee3224
Brown,9,24,5,#ee3224
Brown,12,25,9,#ee3224
Brown,12,26,12,#ee3224
Brown,12,27,12,#ee3224
Brown,13,28,12,#ee3224
Brown,13,29,13,#ee3224
Brown,13,30,13,#ee3224
Brown,13,31,13,#ee3224
Brown,13,32,13,#ee3224
Brown,13,33,13,#ee3224
Brown,13,34,13,#ee3224
Brown,13,35,13,#ee3224
Brown,13,36,13,#ee3224
Brown,13,37,13,#ee3224
Brown,13,38,13,#ee3224
Brown,13,39,13,#ee3224
Brown,13,40,13,#ee3224
Brown,13,41,13,#ee3224
Brown,13,42,13,#ee3224
Brown,13,43,13,#ee3224
Brown,13,44,13,#ee3224
Brown,13,45,13,#ee3224
Brown,13,46,13,#ee3224
Brown,13,47,13,#ee3224
Brown,13,48,13,#ee3224
Brown,13,49,13,#ee3224
Brown,13,50,13,#ee3224
Brown,13,51,13,#ee3224
Brown,13,52,13,#ee3224
Brown,13,53,13,#ee3224
Brown,13,54,13,#ee3224
Brown,13,55,13,#ee3224
Brown,13,56,13,#ee3224
Brown,13,57,13,#ee3224
Brown,13,58,13,#ee3224
Brown,13,59,13,#ee3224
Brown,13,60,13,#ee3224
Brown,13,61,13,#ee3224
Brown,13,62,13,#ee3224
Brown,13,63,13,#ee3224
Brown,13,64,13,#ee3224
Brown,13,65,13,#ee3224
Brown,13,66,13,#ee3224
Brown,13,67,13,#ee3224
Brown,13,68,13,#ee3224
Brown,13,69,13,#ee3224
Brown,13,70,13,#ee3224
Brown,13,71,13,#ee3224
Brown,13,72,13,#ee3224
Brown,13,73,13,#ee3224
Brown,13,74,13,#ee3224
Brown,13,75,13,#ee3224
Brown,13,76,13,#ee3224
Brown,13,77,13,#ee3224
Brown,13,78,13,#ee3224
Brown,13,79,13,#ee3224
Brown,13,80,13,#ee3224
Brown,13,81,13,#ee3224
Brown,13,82,13,#ee3224
Brown,13,83,13,#ee3224
Brown,13,84,13,#ee3224
Brown,13,85,13,#ee3224
Brown,13,86,13,#ee3224
Brown,13,87,13,#ee3224
Brown,13,88,13,#ee3224
Brown,13,89,13,#ee3224
Brown,13,90,13,#ee3224
Brown,13,91,13,#ee3224
Brown,13,92,13,#ee3224
Brown,13,93,13,#ee3224
Brown,13,94,13,#ee3224
Brown,13,95,13,#ee3224
Brown,13,96,13,#ee3224
Brown,13,97,13,#ee3224
Brown,13,98,13,#ee3224
Brown,13,99,13,#ee3224
Brown,13,100,13,#ee3224
Brown,13,101,13,#ee3224
Brown,13,102,13,#ee3224
Brown,13,103,13,#ee3224
Brown,13,104,13,#ee3224
Brown,13,105,13,#ee3224
Brown,13,106,13,#ee3224
Brown,13,107,13,#ee3224
Brown,13,108,13,#ee3224
Brown,13,109,13,#ee3224
Brown,13,110,13,#ee3224
Brown,13,111,13,#ee3224
Brown,13,112,13,#ee3224
Brown,13,113,13,#ee3224
Brown,13,114,13,#ee3224
Brown,13,115,13,#ee3224
Brown,13,116,13,#ee3224
Brown,13,117,13,#ee3224
Brown,13,118,13,#ee3224
Brown,13,119,13,#ee3224
Brown,13,120,13,#ee3224
Brown,13,121,13,#ee3224
Brown,13,122,13,#ee3224
Brown,13,123,13,#ee3224
Brown,13,124,13,#ee3224
Brown,13,125,13,#ee3224
Brown,13,126,13,#ee3224
Brown,13,127,13,#ee3224
Brown,13,128,13,#ee3224
Brown,13,129,13,#ee3224
Brown,13,130,13,#ee3224
Brown,13,131,13,#ee3224
Brown,13,132,13,#ee3224
Brown,13,133,13,#ee3224
Brown,13,134,13,#ee3224
Brown,13,135,13,#ee3224
Brown,13,136,13,#ee3224
Brown,13,137,13,#ee3224
Brown,13,138,13,#ee3224
Brown,13,139,13,#ee3224
Brown,13,140,13,#ee3224
Blair,1,1,0,#ee3224
Blair,1,2,1,#ee3224
Blair,1,3,1,#ee3224
Blair,1,4,1,#ee3224
Blair,1,5,1,#ee3224
Blair,1,6,1,#ee3224
Blair,1,7,1,#ee3224
Blair,2,8,1,#ee3224
Blair,2,9,2,#ee3224
Blair,2,10,2,#ee3224
Blair,2,11,2,#ee3224
Blair,2,12,2,#ee3224
Blair,2,13,2,#ee3224
Blair,2,14,2,#ee3224
Blair,2,15,2,#ee3224
Blair,2,16,2,#ee3224
Blair,2,17,2,#ee3224
Blair,3,18,2,#ee3224
Blair,3,19,3,#ee3224
Blair,5,20,3,#ee3224
Blair,5,21,5,#ee3224
Blair,5,22,5,#ee3224
Blair,5,23,5,#ee3224
Blair,6,24,5,#ee3224
Blair,7,25,6,#ee3224
Blair,7,26,7,#ee3224
Blair,8,27,7,#ee3224
Blair,8,28,8,#ee3224
Blair,8,29,8,#ee3224
Blair,8,30,8,#ee3224
Blair,8,31,8,#ee3224
Blair,10,32,8,#ee3224
Blair,11,33,10,#ee3224
Blair,11,34,11,#ee3224
Blair,11,35,11,#ee3224
Blair,11,36,11,#ee3224
Blair,11,37,11,#ee3224
Blair,11,38,11,#ee3224
Blair,11,39,11,#ee3224
Blair,11,40,11,#ee3224
Blair,11,41,11,#ee3224
Blair,11,42,11,#ee3224
Blair,11,43,11,#ee3224
Blair,11,44,11,#ee3224
Blair,12,45,11,#ee3224
Blair,12,46,12,#ee3224
Blair,12,47,12,#ee3224
Blair,12,48,12,#ee3224
Blair,12,49,12,#ee3224
Blair,12,50,12,#ee3224
Blair,12,51,12,#ee3224
Blair,12,52,12,#ee3224
Blair,12,53,12,#ee3224
Blair,12,54,12,#ee3224
Blair,13,55,12,#ee3224
Blair,13,56,13,#ee3224
Blair,13,57,13,#ee3224
Blair,13,58,13,#ee3224
Blair,13,59,13,#ee3224
Blair,13,60,13,#ee3224
Blair,14,61,13,#ee3224
Blair,14,62,14,#ee3224
Blair,14,63,14,#ee3224
Blair,14,64,14,#ee3224
Blair,14,65,14,#ee3224
Blair,15,66,14,#ee3224
Blair,15,67,15,#ee3224
Blair,15,68,15,#ee3224
Blair,15,69,15,#ee3224
Blair,15,70,15,#ee3224
Blair,18,71,15,#ee3224
Blair,18,72,18,#ee3224
Blair,19,73,18,#ee3224
Blair,19,74,19,#ee3224
Blair,20,75,19,#ee3224
Blair,20,76,20,#ee3224
Blair,20,77,20,#ee3224
Blair,20,78,20,#ee3224
Blair,20,79,20,#ee3224
Blair,20,80,20,#ee3224
Blair,20,81,20,#ee3224
Blair,20,82,20,#ee3224
Blair,21,83,20,#ee3224
Blair,21,84,21,#ee3224
Blair,21,85,21,#ee3224
Blair,21,86,21,#ee3224
Blair,21,87,21,#ee3224
Blair,21,88,21,#ee3224
Blair,22,89,21,#ee3224
Blair,22,90,22,#ee3224
Blair,23,91,22,#ee3224
Blair,23,92,23,#ee3224
Blair,23,93,23,#ee3224
Blair,23,94,23,#ee3224
Blair,23,95,23,#ee3224
Blair,23,96,23,#ee3224
Blair,23,97,23,#ee3224
Blair,23,98,23,#ee3224
Blair,23,99,23,#ee3224
Blair,23,100,23,#ee3224
Blair,23,101,23,#ee3224
Blair,23,102,23,#ee3224
Blair,24,103,23,#ee3224
Blair,24,104,24,#ee3224
Blair,24,105,24,#ee3224
Blair,24,106,24,#ee3224
Blair,25,107,24,#ee3224
Blair,25,108,25,#ee3224
Blair,25,109,25,#ee3224
Blair,25,110,25,#ee3224
Blair,25,111,25,#ee3224
Blair,25,112,25,#ee3224
Blair,26,113,25,#ee3224
Blair,26,114,26,#ee3224
Blair,27,115,26,#ee3224
Blair,27,116,27,#ee3224
Blair,28,117,27,#ee3224
Blair,28,118,28,#ee3224
Blair,29,119,28,#ee3224
Blair,29,120,29,#ee3224
Blair,29,121,29,#ee3224
Blair,29,122,29,#ee3224
Blair,29,123,29,#ee3224
Blair,29,124,29,#ee3224
Blair,29,125,29,#ee3224
Blair,29,126,29,#ee3224
Blair,29,127,29,#ee3224
Blair,29,128,29,#ee3224
Blair,29,129,29,#ee3224
Blair,29,130,29,#ee3224
Blair,29,131,29,#ee3224
Blair,29,132,29,#ee3224
Blair,29,133,29,#ee3224
Blair,29,134,29,#ee3224
Blair,29,135,29,#ee3224
Blair,29,136,29,#ee3224
Blair,29,137,29,#ee3224
Blair,29,138,29,#ee3224
Blair,29,139,29,#ee3224
Blair,29,140,29,#ee3224
Balfour,0,1,0,#00539f
Balfour,0,2,0,#00539f
Balfour,0,3,0,#00539f
Balfour,0,4,0,#00539f
Balfour,0,5,0,#00539f
Balfour,0,6,0,#00539f
Balfour,0,7,0,#00539f
Balfour,0,8,0,#00539f
Balfour,0,9,0,#00539f
Balfour,0,10,0,#00539f
Balfour,0,11,0,#00539f
Balfour,0,12,0,#00539f
Balfour,0,13,0,#00539f
Balfour,1,14,0,#00539f
Balfour,6,15,1,#00539f
Balfour,6,16,6,#00539f
Balfour,6,17,6,#00539f
Balfour,6,18,6,#00539f
Balfour,6,19,6,#00539f
Balfour,6,20,6,#00539f
Balfour,6,21,6,#00539f
Balfour,6,22,6,#00539f
Balfour,6,23,6,#00539f
Balfour,6,24,6,#00539f
Balfour,6,25,6,#00539f
Balfour,6,26,6,#00539f
Balfour,6,27,6,#00539f
Balfour,6,28,6,#00539f
Balfour,6,29,6,#00539f
Balfour,6,30,6,#00539f
Balfour,6,31,6,#00539f
Balfour,7,32,6,#00539f
Balfour,7,33,7,#00539f
Balfour,7,34,7,#00539f
Balfour,7,35,7,#00539f
Balfour,7,36,7,#00539f
Balfour,7,37,7,#00539f
Balfour,7,38,7,#00539f
Balfour,7,39,7,#00539f
Balfour,7,40,7,#00539f
Balfour,7,41,7,#00539f
Balfour,7,42,7,#00539f
Balfour,7,43,7,#00539f
Balfour,7,44,7,#00539f
Balfour,7,45,7,#00539f
Balfour,7,46,7,#00539f
Balfour,7,47,7,#00539f
Balfour,7,48,7,#00539f
Balfour,7,49,7,#00539f
Balfour,7,50,7,#00539f
Balfour,7,51,7,#00539f
Balfour,7,52,7,#00539f
Balfour,7,53,7,#00539f
Balfour,7,54,7,#00539f
Balfour,7,55,7,#00539f
Balfour,7,56,7,#00539f
Balfour,7,57,7,#00539f
Balfour,7,58,7,#00539f
Balfour,7,59,7,#00539f
Balfour,7,60,7,#00539f
Balfour,7,61,7,#00539f
Balfour,7,62,7,#00539f
Balfour,7,63,7,#00539f
Balfour,7,64,7,#00539f
Balfour,7,65,7,#00539f
Balfour,7,66,7,#00539f
Balfour,7,67,7,#00539f
Balfour,7,68,7,#00539f
Balfour,7,69,7,#00539f
Balfour,7,70,7,#00539f
Balfour,7,71,7,#00539f
Balfour,7,72,7,#00539f
Balfour,7,73,7,#00539f
Balfour,7,74,7,#00539f
Balfour,7,75,7,#00539f
Balfour,7,76,7,#00539f
Balfour,7,77,7,#00539f
Balfour,7,78,7,#00539f
Balfour,7,79,7,#00539f
Balfour,7,80,7,#00539f
Balfour,7,81,7,#00539f
Balfour,7,82,7,#00539f
Balfour,7,83,7,#00539f
Balfour,7,84,7,#00539f
Balfour,7,85,7,#00539f
Balfour,7,86,7,#00539f
Balfour,7,87,7,#00539f
Balfour,7,88,7,#00539f
Balfour,7,89,7,#00539f
Balfour,7,90,7,#00539f
Balfour,7,91,7,#00539f
Balfour,7,92,7,#00539f
Balfour,7,93,7,#00539f
Balfour,7,94,7,#00539f
Balfour,7,95,7,#00539f
Balfour,7,96,7,#00539f
Balfour,7,97,7,#00539f
Balfour,7,98,7,#00539f
Balfour,7,99,7,#00539f
Balfour,7,100,7,#00539f
Balfour,7,101,7,#00539f
Balfour,7,102,7,#00539f
Balfour,7,103,7,#00539f
Balfour,7,104,7,#00539f
Balfour,7,105,7,#00539f
Balfour,7,106,7,#00539f
Balfour,7,107,7,#00539f
Balfour,7,108,7,#00539f
Balfour,7,109,7,#00539f
Balfour,7,110,7,#00539f
Balfour,7,111,7,#00539f
Balfour,7,112,7,#00539f
Balfour,7,113,7,#00539f
Balfour,7,114,7,#00539f
Balfour,7,115,7,#00539f
Balfour,7,116,7,#00539f
Balfour,7,117,7,#00539f
Balfour,7,118,7,#00539f
Balfour,7,119,7,#00539f
Balfour,7,120,7,#00539f
Balfour,7,121,7,#00539f
Balfour,7,122,7,#00539f
Balfour,7,123,7,#00539f
Balfour,7,124,7,#00539f
Balfour,7,125,7,#00539f
Balfour,7,126,7,#00539f
Balfour,7,127,7,#00539f
Balfour,7,128,7,#00539f
Balfour,7,129,7,#00539f
Balfour,7,130,7,#00539f
Balfour,7,131,7,#00539f
Balfour,7,132,7,#00539f
Balfour,7,133,7,#00539f
Balfour,7,134,7,#00539f
Balfour,7,135,7,#00539f
